Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,5.477982e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0005394621
b3255,0.0007096856
b3256,0.001013569
b2316,0.0006294295
b4015,0.002544394
b4014,0.0009925677
b0114,0.002930487
b0115,0.001891732
b4016,0.0
b2296,0.0007090125
b1276,0.000473486
b0118,0.01166213
b0404,0.0
b1094,0.003757999
b2563,1.35242e-05
b3475,2.633017e-05
b0463,0.0004582397
b0462,0.0004021588
b2470,0.0
b3265,0.0
b3266,1.009843e-06
b0464,1.882275e-05
b0762,0.0
b4069,0.004130882
b4067,0.0007781706
b2213,0.0
b1623,0.0001061088
b3665,5.772172e-05
b3714,5.418994e-05
b3664,0.0
b1241,0.001487045
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0005505044
b2468,1.122149e-06
b3072,0.0002677884
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.458566e-05
b3136,0.0
b3133,4.133934e-05
b3134,0.0
b1002,0.0002517962
b0605,0.006157771
b0606,0.0004688017
b4269,9.287623e-05
b4187,0.0
b2252,0.0
b2290,0.0002479668
b2379,0.0001378901
b2670,0.0
b2697,0.001399466
b1415,0.008818937
b3588,7.922408e-05
b2068,0.0
b2212,3.589762e-06
b0505,0.0
b0512,3.917581e-05
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001203282
b0504,0.0
b2624,0.0
b4053,4.173533e-05
b4087,0.0
b4088,1.921049e-05
b4086,0.0
b4085,0.0
b4084,0.0
b3088,0.0
b2435,6.346248e-05
b4169,5.460508e-05
b2817,4.76511e-05
b0867,1.361596e-05
b1982,0.0003559191
b4150,1.68835e-05
b0110,0.0
b0111,0.0
b0433,0.0
b0376,5.28454e-05
b0451,0.0
b1927,0.0001247039
b1640,7.777018e-05
b1767,9.150146e-05
b2957,0.0
b1453,0.0
b0050,3.584443e-05
b0049,3.800934e-05
b4055,4.316408e-05
b0980,1.117903e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.0001948682
b0875,0.0
b0062,0.0
b0063,2.620928e-05
b0064,0.0
b0061,0.0
b2841,0.0
