Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,4.286973e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0005705847
b3255,0.0006565399
b3256,0.0008834151
b2316,0.0006620186
b4015,0.0005091674
b4014,0.0002326826
b0114,0.003074042
b0115,0.001677645
b4016,0.0
b2296,0.0006496435
b1276,0.0002548345
b0118,0.00760712
b0404,0.0
b1094,0.004152011
b2563,1.359029e-05
b3475,2.094626e-05
b0463,0.0004152975
b0462,0.0003706097
b2470,0.0
b3265,0.0
b3266,7.667087e-07
b0464,6.59716e-06
b0762,0.0
b4069,0.001580915
b4067,0.0002148654
b2213,0.0
b1623,5.95106e-05
b3665,3.173871e-05
b3714,9.579134e-05
b3664,0.0
b1241,0.001612121
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0005857526
b2468,1.462439e-06
b3072,0.000282054
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.192565e-05
b3136,0.0
b3133,0.0
b3134,0.0
b1002,0.0001061695
b0605,0.005139259
b0606,0.0004580568
b4269,3.033706e-05
b4187,0.0
b2252,0.0
b2290,0.0001851188
b2379,0.000101755
b2670,0.0
b2697,0.001579161
b1415,0.004597431
b3588,0.0
b2068,0.0
b2212,3.271404e-06
b0505,0.0
b0512,0.0
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001042136
b0504,0.0
b2624,0.0
b4053,4.797992e-05
b4087,0.0
b4088,1.275468e-05
b4086,0.0
b4085,0.0
b4084,0.0
b3088,0.0
b2435,5.104143e-05
b4169,6.671222e-05
b2817,3.773154e-05
b0867,1.100941e-05
b1982,0.0002748813
b4150,1.720996e-05
b0110,0.0
b0111,1.219596e-05
b0433,0.0
b0376,5.626085e-05
b0451,0.0
b1927,5.598264e-05
b1640,4.603131e-05
b1767,9.941749e-05
b2957,0.0
b1453,0.0
b0050,1.464008e-05
b0049,3.35866e-05
b4055,2.13284e-05
b0980,1.603923e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.000253592
b0875,0.0
b0062,0.0
b0063,0.0
b0064,0.0
b0061,0.0
b2841,0.0
b1901,1.108808e-06
