Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,4.394126e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0005623594
b3255,0.000594762
b3256,0.0007149301
b2316,0.0006738872
b4015,0.0003834362
b4014,0.0001899939
b0114,0.006631496
b0115,0.004779559
b4016,0.0
b2296,0.0009014823
b1276,0.0006324604
b0118,0.004151405
b0404,0.0
b1094,0.004929326
b2563,1.811521e-05
b3475,2.573188e-05
b0463,0.0005671562
b0462,0.0005379388
b2470,0.0
b3265,0.0
b3266,1.3398e-06
b0464,0.0
b0762,0.0
b4069,0.0002105616
b4067,2.705147e-05
b2213,0.0
b1623,0.0001058903
b3665,0.0
b3714,0.0
b3664,0.0
b1241,0.005486643
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0009271695
b2468,0.0
b3072,0.0
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.792568e-05
b3136,0.0
b3133,7.460195e-06
b3134,0.0
b1002,0.0001018004
b0605,0.006227562
b0606,0.0006174848
b4269,0.0001000707
b4187,0.0
b2252,1.29059e-05
b2290,0.0002034062
b2379,0.0001605665
b2670,0.0
b2697,0.001682787
b1415,0.0006971645
b3588,3.328921e-05
b2068,0.0
b2212,5.808471e-06
b0505,0.0
b0512,0.0
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0002431995
b0504,0.0
b2624,0.0
b4053,5.192058e-05
b4087,0.0
b4088,1.204772e-05
b4086,0.0
b4085,0.0
b4084,0.0
b3088,0.0
b2435,2.510881e-05
b4169,0.0001094261
b2817,4.138754e-05
b0867,2.290335e-05
b1982,0.0009081729
b4150,1.615295e-05
b0110,0.0
b0111,3.390464e-05
b0433,0.0
b0376,3.517658e-05
b0451,0.0
b1927,0.0001334367
b1640,7.973039e-05
b1767,8.451477e-05
b2957,0.0
b1453,0.0
b0050,6.786683e-05
b0049,4.974386e-05
b4055,1.729803e-05
b0980,0.0
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.0002023783
b0875,0.0
b0062,0.0
b0063,0.0
b0064,0.0
b0061,0.0
b2841,0.0
b1901,3.463941e-07
b1900,1.579872e-05
