Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,4.178143e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0006210311
b3255,0.0006887465
b3256,0.0009738699
b2316,0.0007332358
b4015,0.0002533426
b4014,0.0001733041
b0114,0.003923014
b0115,0.002433954
b4016,0.0
b2296,0.0008703265
b1276,0.0002135672
b0118,0.004545585
b0404,0.0
b1094,0.004906403
b2563,1.58778e-05
b3475,2.785596e-05
b0463,0.0004269111
b0462,0.0003901146
b2470,0.0
b3265,0.0
b3266,8.281569e-07
b0464,7.09942e-06
b0762,0.0
b4069,0.0003102804
b4067,2.629938e-05
b2213,0.0
b1623,5.023266e-05
b3665,2.74656e-05
b3714,0.0001616189
b3664,0.0
b1241,0.002563881
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0007164221
b2468,0.0
b3072,9.776702e-05
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.785503e-05
b3136,0.0
b3133,0.0
b3134,0.0
b1002,3.944306e-05
b0605,0.004818928
b0606,0.0005525507
b4269,0.0
b4187,0.0
b2252,0.0
b2290,0.0001853709
b2379,0.000116732
b2670,0.0
b2697,0.00187196
b1415,0.0009667712
b3588,6.659069e-05
b2068,0.0
b2212,4.394911e-06
b0505,0.0
b0512,0.0
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001580437
b0504,0.0
b2624,0.0
b4053,5.657781e-05
b4087,0.0
b4088,1.048486e-05
b4086,0.0
b4085,0.0
b4084,0.0
b3088,4.083819e-05
b2435,4.004054e-05
b4169,7.647477e-05
b2817,4.322867e-05
b0867,1.755556e-05
b1982,0.0002927227
b4150,2.185213e-05
b0110,0.0
b0111,1.304134e-05
b0433,0.0
b0376,4.798541e-05
b0451,0.0
b1927,5.039057e-05
b1640,5.33273e-05
b1767,0.0001049063
b2957,0.0
b1453,0.0
b0050,1.834546e-05
b0049,3.891098e-05
b4055,1.44946e-05
b0980,1.02978e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.000331532
b0875,0.0
b0062,0.0
b0063,0.0
b0064,0.0
b0061,0.0
b2841,0.0
b1901,3.144788e-07
