Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,3.812193e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0006153874
b3255,0.0006401596
b3256,0.0009690451
b2316,0.0007126766
b4015,0.0002919132
b4014,0.0001673577
b0114,0.003863234
b0115,0.002438988
b4016,0.0
b2296,0.0009430739
b1276,0.0001991191
b0118,0.00456319
b0404,0.0
b1094,0.004755741
b2563,1.479725e-05
b3475,2.731849e-05
b0463,0.0004350178
b0462,0.0003712004
b2470,0.0
b3265,0.0
b3266,8.3323e-07
b0464,1.776627e-05
b0762,0.0
b4069,0.0003119465
b4067,2.415856e-05
b2213,0.0
b1623,5.322996e-05
b3665,1.568069e-05
b3714,7.381901e-05
b3664,0.0
b1241,0.002552019
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0007237184
b2468,3.339037e-06
b3072,8.865468e-05
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.255295e-05
b3136,0.0
b3133,0.0
b3134,0.0
b1002,4.297414e-05
b0605,0.005369917
b0606,0.0005652083
b4269,2.344169e-05
b4187,0.0
b2252,0.0
b2290,0.0001724908
b2379,0.0001066846
b2670,0.0
b2697,0.001833757
b1415,0.001096637
b3588,5.786167e-05
b2068,0.0
b2212,4.342621e-06
b0505,0.0
b0512,0.0
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001509817
b0504,0.0
b2624,0.0
b4053,5.312988e-05
b4087,0.0
b4088,8.508624e-06
b4086,0.0
b4085,0.0
b4084,0.0
b3088,3.154164e-05
b2435,8.495047e-05
b4169,7.52457e-05
b2817,4.08956e-05
b0867,1.570855e-05
b1982,0.0002796121
b4150,1.626021e-05
b0110,0.0
b0111,1.487637e-05
b0433,5.401094e-05
b0376,4.453349e-05
b0451,0.0
b1927,9.325729e-05
b1640,5.884765e-05
b1767,0.0001151247
b2957,0.0
b1453,0.0
b0050,2.172518e-05
b0049,4.21552e-05
b4055,0.0
b0980,1.703847e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.0003280162
b0875,0.0
b0062,0.0
b0063,0.0
b0064,0.0
b0061,0.0
b2841,0.0
