Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,3.134586e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.000570016
b3255,0.0006592617
b3256,0.0009634095
b2316,0.0006579134
b4015,0.0007023778
b4014,0.0003302547
b0114,0.002892365
b0115,0.001698462
b4016,0.0
b2296,0.000678131
b1276,0.000300791
b0118,0.008463363
b0404,0.0
b1094,0.004250497
b2563,1.461209e-05
b3475,0.0
b0463,0.0004147105
b0462,0.0003605912
b2470,0.0
b3265,0.0
b3266,8.378663e-07
b0464,1.697022e-05
b0762,0.0
b4069,0.002115574
b4067,0.0003129628
b2213,0.0
b1623,5.838008e-05
b3665,4.480609e-05
b3714,0.0
b3664,0.0
b1241,0.001605075
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0005521977
b2468,1.249561e-06
b3072,0.0002294796
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.604055e-05
b3136,0.0
b3133,3.097435e-05
b3134,0.0
b1002,0.000127167
b0605,0.005345046
b0606,0.0005162689
b4269,0.0
b4187,0.0
b2252,0.0
b2290,0.0002122334
b2379,0.0001012567
b2670,0.0
b2697,0.001530138
b1415,0.004975226
b3588,2.232986e-05
b2068,0.0
b2212,3.642675e-06
b0505,0.0
b0512,3.222161e-05
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001196997
b0504,0.0
b2624,0.0
b4053,4.348518e-05
b4087,0.0
b4088,1.484171e-05
b4086,0.0
b4085,0.0
b4084,0.0
b3088,0.0
b2435,7.280747e-05
b4169,6.198874e-05
b2817,4.825113e-05
b0867,0.0
b1982,0.0003163295
b4150,1.8871e-05
b0110,0.0
b0111,1.591921e-05
b0433,4.886115e-05
b0376,6.311773e-05
b0451,0.0
b1927,9.038655e-05
b1640,5.332376e-05
b1767,9.948316e-05
b2957,0.0
b1453,0.0
b0050,2.167286e-05
b0049,3.848921e-05
b4055,2.445569e-05
b0980,1.580524e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.0002664087
b0875,0.0
b0062,0.0
b0063,0.0
b0064,0.0
b0061,0.0
b2841,0.0
b1901,1.478735e-06
