Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,3.662575e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0005310401
b3255,0.0007027337
b3256,0.0009996895
b2316,0.0006608559
b4015,0.001423499
b4014,0.000610011
b0114,0.002768975
b0115,0.001662337
b4016,0.0
b2296,0.000681015
b1276,0.0003556919
b0118,0.01008759
b0404,0.0
b1094,0.003766029
b2563,1.105859e-05
b3475,0.0
b0463,0.0004086201
b0462,0.0003647254
b2470,0.0
b3265,0.0
b3266,8.352899e-07
b0464,7.733986e-06
b0762,0.0
b4069,0.003196664
b4067,0.0005499923
b2213,0.0
b1623,7.695946e-05
b3665,4.939861e-05
b3714,0.0001209099
b3664,0.0
b1241,0.001420898
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0005140394
b2468,1.086057e-06
b3072,0.0002511121
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.730281e-05
b3136,0.0
b3133,3.637569e-05
b3134,0.0
b1002,0.000166577
b0605,0.005684071
b0606,0.0004478956
b4269,5.10156e-05
b4187,0.0
b2252,0.0
b2290,0.0002237891
b2379,0.0001198659
b2670,0.0
b2697,0.00141448
b1415,0.007320632
b3588,4.949849e-05
b2068,0.0
b2212,3.571703e-06
b0505,0.0
b0512,0.0
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001139191
b0504,0.0
b2624,0.0
b4053,4.38509e-05
b4087,0.0
b4088,1.707894e-05
b4086,0.0
b4085,0.0
b4084,0.0
b3088,0.0
b2435,4.675858e-05
b4169,6.39003e-05
b2817,4.788767e-05
b0867,1.358053e-05
b1982,0.0003243491
b4150,1.749518e-05
b0110,0.0
b0111,1.818299e-05
b0433,0.0
b0376,6.138951e-05
b0451,0.0
b1927,0.0001061027
b1640,5.826871e-05
b1767,9.123963e-05
b2957,0.0
b1453,0.0
b0050,2.298436e-05
b0049,3.565962e-05
b4055,3.259579e-05
b0980,1.286021e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.0002158341
b0875,0.0
b0062,0.0
b0063,1.836775e-05
b0064,0.0
b0061,0.0
b2841,0.0
b1901,2.05232e-06
