Gene locus,mass fraction
b3241,0.0
b3240,0.0
b3243,0.0
b3242,0.0
b2836,4.187318e-05
b0885,0.0
b1338,0.0
b1337,0.0
b1339,0.0
b1336,0.0
b2628,0.0
b2627,0.0
b0715,0.0
b0185,0.0006304644
b3255,0.0007007311
b3256,0.0009737224
b2316,0.0007281631
b4015,0.0002601201
b4014,0.0001747821
b0114,0.004367154
b0115,0.002344209
b4016,0.0
b2296,0.0008491638
b1276,0.0002024838
b0118,0.004708339
b0404,0.0
b1094,0.004886273
b2563,1.625334e-05
b3475,2.699416e-05
b0463,0.0004327341
b0462,0.0003814411
b2470,0.0
b3265,0.0
b3266,8.734618e-07
b0464,3.968667e-06
b0762,0.0
b4069,0.0003098823
b4067,2.590693e-05
b2213,0.0
b1623,5.424387e-05
b3665,3.16789e-05
b3714,0.0001599709
b3664,0.0
b1241,0.002718915
b1478,0.0
b4117,0.0
b4115,0.0
b4116,0.0
b0474,0.0006968262
b2468,3.834217e-06
b3072,8.799447e-05
b0476,0.0
b0263,0.0
b0262,0.0
b3135,0.0
b3138,0.0
b3139,0.0
b3140,0.0
b3141,0.0
b3131,4.389042e-05
b3136,0.0
b3133,0.0
b3134,0.0
b1002,3.878903e-05
b0605,0.005285219
b0606,0.0005534241
b4269,0.0
b4187,0.0
b2252,0.0
b2290,0.0001636206
b2379,0.0001090667
b2670,0.0
b2697,0.001911336
b1415,0.001100338
b3588,0.0
b2068,0.0
b2212,4.021236e-06
b0505,0.0
b0512,0.0
b0516,0.0
b0517,0.0
b0515,0.0
b0506,0.0001448133
b0504,0.0
b2624,0.0
b4053,5.930856e-05
b4087,0.0
b4088,8.175184e-06
b4086,0.0
b4085,0.0
b4084,0.0
b3088,4.156504e-05
b2435,7.099827e-05
b4169,7.335322e-05
b2817,3.895637e-05
b0867,1.273369e-05
b1982,0.0003017569
b4150,1.81947e-05
b0110,0.0
b0111,0.0
b0433,0.0
b0376,4.303386e-05
b0451,0.0
b1927,7.34485e-05
b1640,4.196703e-05
b1767,0.000111453
b2957,0.0
b1453,0.0
b0050,1.348222e-05
b0049,4.161199e-05
b4055,1.109467e-05
b0980,1.78561e-05
b0979,0.0
b0978,0.0
b4592,0.0
b0564,0.0
b0469,0.0003108961
b0875,0.0
b0062,0.0
b0063,0.0
b0064,0.0
b0061,0.0
b2841,0.0
b1901,4.670536e-07
